TotRmsAbvGrd,YearBuilt,LandContour,BsmtFinSF1,GarageCars,1stFlrSF,TotalBsmtSF,2ndFlrSF,GrLivArea,OverallQual,Saleprice
5,1927,Lvl,0,1,968,656,0,968,4,64500
8,2000,Lvl,0,2,962,936,830,1792,6,186500
5,1977,Low,936,2,1126,1126,0,1126,5,160000
7,1962,Lvl,0,2,1537,1319,0,1537,6,174000
5,1971,Lvl,616,2,864,864,0,864,4,120500
7,2008,Lvl,1336,3,1932,1932,0,1932,8,394617
6,1957,Lvl,600,2,1236,912,0,1236,6,149700
6,1979,Lvl,315,2,1040,539,685,1725,7,197000
11,1922,Bnk,0,2,1423,588,748,2555,6,191000
3,2004,Lvl,697,2,848,848,0,848,6,149300
10,2008,Lvl,765,3,1026,1017,981,2007,10,310000
4,1916,Lvl,0,1,952,952,0,952,6,121000
7,2004,Lvl,0,2,1422,1422,0,1422,7,179600
6,1966,Lvl,187,1,913,814,0,913,6,129000
6,1962,Lvl,593,1,1188,1188,0,1188,5,157900
8,1995,Lvl,1079,2,1220,1220,870,2090,8,240000
6,1910,Lvl,0,1,796,560,550,1346,4,112000
3,1970,Lvl,553,0,630,630,0,630,5,92000
8,1974,Lvl,0,0,896,896,896,1792,5,136000
7,2008,Lvl,0,3,1578,1573,0,1578,8,287090
5,2005,Lvl,547,2,1072,547,0,1072,5,145000
6,2006,Lvl,0,0,1140,1140,0,1140,5,84500
6,2004,Lvl,410,2,1221,1221,0,1221,7,185000
7,1999,Lvl,0,2,953,953,694,1647,6,175000
7,1978,Lvl,790,2,2073,1542,0,2073,6,210000
9,1941,Lvl,275,1,1188,1152,1152,2340,7,266500
5,1950,Lvl,49,1,1078,1078,0,1078,5,142125
6,1965,Lvl,830,1,1256,1256,0,1256,5,147500
