YearRemodAdd,OverallCond,BsmtQual,LotArea,MSZoning,TotRmsAbvGrd,YearBuilt,LandContour,BsmtFinSF1,GarageCars,1stFlrSF,TotalBsmtSF,2ndFlrSF,GrLivArea,OverallQual,Saleprice
1965,5,TA,7800,RH,6,1965,Lvl,641,1,965,828,0,965,5,119900
2003,8,Gd,7200,RL,5,1972,Lvl,660,1,768,768,0,768,5,133900
1969,4,TA,11075,RL,7,1969,Lvl,562,2,1168,784,800,1968,5,172000
1975,5,Gd,9400,RL,4,1975,Lvl,945,0,980,945,0,980,6,127500
1950,6,Gd,7136,RH,8,1946,HLS,484,2,979,979,979,1958,6,145000
1980,6,Gd,1300,RM,5,1980,Lvl,285,2,561,561,668,1229,6,124000
1962,5,TA,7420,RL,6,1962,Lvl,417,2,1057,1057,0,1057,5,132000
2003,5,Gd,8450,RL,6,2003,Lvl,699,2,1337,1337,0,1337,7,185000
1999,5,Gd,2572,FV,6,1999,Lvl,604,2,696,696,720,1416,7,155000
2008,7,TA,7207,RL,4,1958,Lvl,696,0,858,858,0,858,5,116500
1995,7,Gd,12227,RL,11,1977,Lvl,896,2,1542,1330,1330,2872,6,272000
1976,6,Gd,2308,RL,7,1976,Lvl,556,2,804,804,744,1548,6,155000
2007,5,Ex,11923,RL,7,2007,Lvl,0,2,1800,1800,0,1800,9,239000
2003,5,Gd,11316,RL,8,2002,Lvl,624,2,824,817,1070,1894,7,214900
2007,5,Gd,10237,RL,8,2005,Lvl,0,2,783,783,701,1484,6,178900
1950,7,TA,9600,RL,7,1940,HLS,428,1,976,728,332,1308,5,160000
1955,7,TA,7390,RL,6,1955,Lvl,902,1,1098,1098,0,1098,5,135000
1950,6,TA,5925,RM,6,1910,Lvl,0,0,600,600,368,968,3,37900
1958,5,TA,10382,RL,6,1958,Lvl,513,1,1095,588,0,1095,6,140000
1950,4,TA,10800,RL,6,1949,Lvl,0,0,720,720,472,1192,4,135000
2004,5,Gd,2268,RL,6,2003,Lvl,567,2,764,764,862,1626,7,173000
1979,5,Gd,7892,RL,5,1979,Lvl,0,1,918,918,0,918,6,99500
2008,5,Gd,11639,FV,6,2007,Lvl,0,2,1428,1428,0,1428,7,182000
1993,8,Gd,11414,RL,8,1910,Lvl,0,2,1136,728,883,2019,7,167500
2000,5,Gd,2651,FV,6,2000,Lvl,641,2,673,673,709,1382,7,165000
1958,7,Gd,5900,RL,4,1923,Bnk,0,0,869,440,0,869,4,85500
2007,5,Gd,4274,FV,4,2006,Lvl,1106,2,1241,1241,0,1241,7,199900
1954,5,TA,9450,RL,5,1954,Bnk,552,2,894,894,0,894,4,110000
1963,6,TA,8816,RL,5,1963,Lvl,651,2,1121,1121,0,1121,5,139000
2007,9,TA,12122,RL,6,1961,Lvl,867,2,999,944,0,999,7,178400
1999,5,Gd,12203,RL,8,1998,Lvl,854,3,1276,1225,1336,2612,8,336000
2007,5,Gd,3182,RL,6,2007,Lvl,0,2,1266,1266,0,1266,7,159895
2002,5,Gd,11250,RL,9,2002,Lvl,0,2,1149,1128,1141,2290,8,255900
1977,5,,10125,RL,8,1977,Lvl,0,2,1302,0,432,1734,5,126000
1950,5,TA,10880,RL,5,1950,Lvl,1040,1,1164,1164,0,1164,5,125000
2003,8,TA,5310,RM,5,1910,Lvl,0,1,1001,485,634,1635,6,117000
2010,5,Ex,10159,RL,8,2009,Lvl,1646,3,1940,1930,0,1940,9,395192
1976,6,TA,12046,RL,8,1976,Lvl,156,2,1118,848,912,2030,6,195000
2006,5,Gd,8125,FV,6,2006,Lvl,0,2,778,770,798,1576,7,197000
1998,5,Gd,9452,RL,7,1997,Lvl,1074,3,1407,1396,985,2392,8,348000
1986,9,TA,17671,RM,8,1882,Lvl,216,2,916,916,826,1742,8,168000
1993,8,TA,9760,RL,7,1964,Lvl,536,2,1020,822,831,1851,6,187000
2006,5,Gd,8846,RL,6,2005,Lvl,0,2,750,750,750,1500,6,173900
2007,5,Ex,12456,RL,7,2006,Lvl,1172,3,1718,1700,0,1718,10,337500
1950,7,TA,4712,RL,5,1946,Lvl,384,1,774,747,456,1230,4,121600
1961,6,TA,10659,RL,6,1961,Lvl,915,1,1050,1050,0,1050,5,136500
1970,6,TA,11717,RL,6,1970,Lvl,0,2,1442,1442,0,1442,6,185000
1950,4,TA,9786,RM,6,1922,Lvl,0,1,1077,1007,0,1077,3,91000
2006,5,Gd,6762,RL,6,2006,Lvl,686,2,1208,1187,0,1208,7,206000
1952,3,,10206,RL,4,1952,Lvl,0,2,944,0,0,944,3,82000
1950,6,Fa,5400,RL,4,1920,Lvl,0,1,691,691,0,691,5,86000
2006,5,Gd,11957,RL,7,2006,Lvl,24,3,1574,1574,0,1574,8,232000
1976,6,TA,11500,RL,8,1976,Lvl,0,2,1680,1680,0,1680,5,136905
2006,5,Gd,3182,RL,7,2005,Lvl,16,2,1504,1346,0,1504,7,181000
1977,8,Gd,8385,RL,6,1977,Lvl,595,1,985,985,0,985,5,149900
1970,3,Gd,12155,RL,7,1970,Lvl,1237,2,1657,1657,0,1657,6,163500
1970,4,TA,2217,RM,6,1970,Lvl,273,1,546,546,546,1092,4,88000
2005,5,Ex,12118,RL,7,2004,Lvl,0,2,1710,1710,0,1710,7,240000
1950,5,TA,6000,RL,7,1926,Lvl,0,0,1008,1008,0,1522,5,102000
1950,5,TA,21286,RL,7,1948,Lvl,0,1,720,720,551,1271,5,135000
1965,5,,9825,RL,8,1965,Lvl,0,0,1664,0,0,1664,5,100000
1996,7,TA,10592,RL,7,1923,Lvl,0,1,900,602,602,1502,6,165000
2006,4,TA,7200,RM,4,1910,Lvl,247,1,1022,1022,0,1022,5,85000
1950,5,TA,11664,RL,5,1948,Lvl,336,1,1082,1082,0,1082,6,119200
2001,6,Gd,8400,RL,6,2001,Lvl,643,2,810,810,855,1665,8,227000
1996,5,Gd,11883,RL,6,1996,Lvl,690,2,1504,1504,0,1504,7,203000
1984,5,Gd,5814,RL,4,1984,Lvl,1036,2,1360,1220,0,1360,8,187500
1992,5,Gd,10784,RL,7,1991,Lvl,0,2,802,384,670,1472,7,160000
2005,5,Gd,3013,RL,6,2005,Lvl,16,2,1506,1362,0,1506,7,213490
2005,5,Gd,7024,RL,5,2005,Lvl,1024,2,1132,1132,0,1132,4,176000
2006,5,Gd,7406,RL,6,2006,Lvl,684,2,1220,1199,0,1220,7,194000
1950,5,TA,9439,RM,6,1930,Lvl,324,1,912,912,336,1248,5,87000
2006,5,Gd,3182,RL,7,2005,Lvl,16,2,1504,1346,0,1504,7,191000
1976,6,Gd,15498,RL,10,1976,Lvl,1165,2,2898,1565,0,2898,8,287000
1972,5,TA,7700,RL,5,1972,Lvl,138,2,882,882,0,882,5,112500
1960,5,TA,9300,RL,6,1960,Lvl,697,2,1264,1268,0,1264,5,167500
2008,5,Gd,9520,RL,7,2007,HLS,1513,3,1646,1638,0,1646,8,293077
1950,5,TA,9492,RL,6,1941,Lvl,368,1,968,768,408,1376,5,105000
1972,7,TA,1680,RM,7,1972,Lvl,317,1,672,672,546,1218,6,118000
1995,8,TA,7082,RH,10,1916,Lvl,0,0,948,686,980,1928,5,160000
1970,3,TA,15863,RL,12,1920,Lvl,523,2,1687,824,998,3082,7,197000
1993,7,Gd,14541,RL,10,1993,Lvl,1012,3,1352,1338,1168,2520,8,310000
2002,5,Gd,8125,RL,6,2002,Lvl,986,3,1654,1654,0,1654,7,230000
1950,7,Fa,6305,RL,5,1938,Bnk,0,1,954,920,0,954,5,119750
1957,3,,11500,RL,5,1957,Lvl,0,1,845,0,0,845,4,84000
2008,5,Ex,12898,RL,6,2007,HLS,1022,3,1620,1620,0,1620,9,315500
2002,5,Gd,9240,RL,7,2001,Lvl,0,2,1055,1055,1208,2263,8,287000
2008,6,TA,1533,RM,6,1970,Lvl,0,0,798,546,546,1344,4,97000
1970,4,Gd,1477,RM,3,1970,Lvl,509,1,630,630,0,630,4,80000
2000,4,TA,13125,RL,8,1957,Lvl,168,2,1803,1134,0,1803,5,155000
2000,8,TA,9130,RL,7,1966,Lvl,400,2,800,800,832,1632,6,173000
2005,5,Gd,5381,RL,5,2005,Lvl,900,2,1306,1306,0,1306,6,196000
1990,5,Gd,11839,RL,10,1990,Lvl,1085,2,1532,1475,797,2329,7,262280
1981,5,Gd,9600,RL,9,1981,Lvl,1104,2,2524,2524,0,2524,8,278000
1955,5,,13680,RL,8,1955,Lvl,0,2,1733,0,0,1733,3,139600
2006,5,Ex,16056,RL,11,2005,Lvl,240,3,1992,1992,876,2868,9,556581
1995,5,Gd,9245,RL,5,1994,Lvl,686,2,990,990,0,990,5,145000
2006,4,,21750,RL,9,1960,Lvl,0,2,1771,0,0,1771,5,115000
2006,7,,11100,RL,6,1946,Low,0,1,930,0,0,930,4,84900
2007,5,Gd,8993,RL,6,2007,Lvl,0,2,1302,1302,0,1302,7,176485
2007,5,Gd,11175,RL,6,2007,Lvl,0,2,1316,1316,0,1316,7,200141
1978,6,TA,9500,RL,9,1964,Lvl,442,2,1127,816,850,1977,6,165000
2002,6,TA,8562,RL,7,1957,Lvl,383,1,1526,1216,0,1526,5,144500
2002,5,Gd,11367,RL,7,2002,Lvl,932,2,1091,1065,898,1989,8,255000
1976,5,Gd,11361,RL,7,1976,Lvl,644,2,1523,1193,0,1523,6,180000
2005,5,Gd,7052,RL,6,2005,Lvl,659,2,1364,1364,0,1364,7,185850
1994,6,Gd,29959,RL,7,1994,Lvl,595,2,979,973,871,1850,7,248000
2008,5,Ex,11308,RL,10,2008,Lvl,936,3,1130,1104,1054,2184,9,335000
1950,7,TA,11275,RL,7,1932,HLS,297,2,1096,854,895,1991,6,220000
2001,5,Gd,4920,RL,6,2001,Lvl,616,2,1338,1338,0,1338,8,213500
1950,4,TA,18000,C (all),6,1935,Low,0,3,894,894,0,894,3,81000
1950,5,TA,13600,RM,10,1900,Lvl,0,2,1422,662,915,2337,5,90000
1980,6,TA,6000,RM,5,1925,Lvl,397,2,1103,1103,0,1103,6,110500
1966,6,TA,11000,RL,6,1966,Lvl,740,2,1154,1154,0,1154,5,154000
1997,5,Ex,14000,RL,7,1996,Lvl,1201,2,1306,1306,954,2260,7,328000
1994,7,Gd,7837,RL,7,1993,Lvl,0,2,799,799,772,1571,6,178000
1964,6,TA,9760,RL,7,1964,Lvl,674,2,798,780,813,1611,6,167900
1973,4,Gd,3964,RM,10,1973,Lvl,837,2,1291,942,1230,2521,6,151400
2003,7,TA,9600,RL,4,1949,Lvl,220,2,893,845,0,893,5,135000
1956,5,TA,10152,RL,6,1956,Lvl,586,1,1048,1048,0,1048,5,135000
1968,6,TA,11700,RL,8,1968,Lvl,298,2,829,727,727,1556,6,154000
1950,3,Fa,7585,RL,7,1948,Lvl,0,1,1002,810,454,1456,5,91500
1977,6,TA,7950,RL,6,1977,Bnk,535,2,698,690,728,1426,6,159500
2006,5,Gd,8556,RL,5,2006,Lvl,0,3,1240,1240,0,1240,7,194000
1984,6,TA,13125,RL,6,1940,Lvl,410,1,960,800,780,1740,7,219500
1989,8,Fa,10800,RL,7,1936,Lvl,626,2,1096,796,370,1466,5,170000
1969,5,TA,15870,RL,6,1969,Lvl,75,1,1096,1096,0,1096,5,138800
2004,5,Gd,4435,RM,3,2004,Lvl,662,2,848,848,0,848,6,155900
1994,5,Gd,8775,RL,5,1994,Lvl,495,1,990,990,0,990,5,126000
2004,7,TA,11040,RL,5,1971,Lvl,656,2,1258,1258,0,1258,6,145000
1963,5,TA,7500,RL,5,1963,Lvl,824,1,1040,1040,0,1040,5,133000
2002,5,Gd,8749,RL,6,2002,Lvl,0,2,1459,1459,0,1459,7,192000
1964,6,TA,8800,RL,6,1964,Lvl,553,1,1251,1251,0,1251,6,160000
1996,5,Gd,13031,RL,6,1995,Lvl,592,2,691,691,807,1498,6,187500
1992,6,Gd,9069,RL,5,1992,Lvl,747,2,996,936,0,996,6,147000
1973,5,TA,1974,RM,6,1973,Lvl,334,1,546,546,546,1092,4,83500
2006,5,Gd,10574,FV,9,2005,Lvl,0,3,1082,1082,871,1953,8,252000
2004,5,Gd,2522,RM,7,2004,Lvl,0,2,970,970,739,1709,7,137500
2005,5,Gd,3316,FV,4,2005,Lvl,1039,2,1247,1247,0,1247,8,197000
1950,4,,8544,RL,6,1950,Lvl,0,2,1040,0,0,1040,3,92900
2000,5,Gd,2160,FV,4,1999,Lvl,510,2,624,600,628,1252,7,160000
1950,5,TA,8400,RL,7,1925,Bnk,423,2,1390,1181,304,1694,6,136500
1998,8,TA,9230,RL,6,1965,Lvl,661,2,1200,864,0,1200,5,146000
2000,7,TA,5868,RL,4,1956,Lvl,248,1,936,936,0,936,5,129000
2006,5,Gd,9317,RL,6,2006,Lvl,24,2,1314,1314,0,1314,6,176432
2006,7,TA,6882,RM,7,1914,Lvl,0,0,773,684,582,1355,6,127000
1986,5,Gd,3696,RL,5,1986,Lvl,0,2,1088,1074,0,1088,8,170000
1950,6,TA,6000,RM,6,1936,Lvl,672,1,757,672,567,1324,4,128000
1978,5,Gd,11880,RL,7,1978,Lvl,704,2,1601,1271,0,1601,7,157000
1950,5,TA,8400,RL,3,1920,Bnk,290,1,438,290,0,438,2,60000
1971,5,TA,9758,RL,5,1971,Lvl,412,1,950,950,0,950,5,119500
2002,7,TA,7000,RL,6,1960,Lvl,588,1,1134,1010,0,1134,5,135000
1959,6,TA,8910,RL,6,1959,Lvl,655,2,1194,655,0,1194,6,159500
1970,5,TA,2016,RM,6,1970,Lvl,0,2,630,630,672,1302,5,106000
1995,5,Ex,12256,RL,9,1994,Lvl,1032,2,1500,1463,1122,2622,8,325000
1991,5,Gd,10357,RL,6,1990,Lvl,738,2,1442,910,0,1442,7,179900
2006,5,Ex,23257,RL,9,2006,HLS,0,2,887,868,1134,2021,7,274725
2000,5,Gd,8063,RL,7,2000,Lvl,0,2,948,924,742,1690,6,181000
2005,5,Ex,11362,RL,7,2004,Lvl,1039,3,1836,1836,0,1836,8,280000
1996,5,Gd,8000,RL,8,1995,Lvl,219,2,773,773,885,1658,6,188000
1976,6,TA,10480,RL,8,1976,Lvl,403,2,1098,803,866,1964,7,205000
1957,7,TA,7100,RL,5,1957,Lvl,708,1,816,816,0,816,5,129900
2006,7,TA,8923,RL,6,1953,Lvl,643,1,1008,1008,0,1008,5,134500
2000,7,TA,5400,RL,4,1954,Lvl,415,1,833,833,0,833,5,117000
2007,5,Ex,12085,RL,7,2007,Lvl,1004,3,1734,1734,0,1734,8,318000
2002,5,Gd,7750,RL,7,2002,Lvl,353,2,779,408,640,1419,8,184100
2003,7,TA,9764,RL,5,1967,Lvl,702,2,894,894,0,894,5,130000
1987,6,TA,13825,RL,6,1958,Lvl,0,1,1021,533,580,1601,5,140000
1959,5,TA,7560,RL,6,1959,Lvl,369,1,1040,1040,0,1040,5,133700
1950,5,TA,8263,RM,6,1920,Bnk,0,1,1012,1012,0,1012,6,118400
2006,5,Gd,10084,RL,7,2005,Lvl,24,3,1552,1552,0,1552,7,212900
1956,3,TA,8926,RL,5,1956,Lvl,0,1,960,672,0,960,4,112000
2008,9,TA,9405,RL,4,1947,Lvl,0,0,698,698,0,698,5,118000
1992,5,Gd,9125,RL,7,1992,Lvl,0,2,812,384,670,1482,7,163900
1955,5,TA,10434,RL,5,1955,Lvl,0,2,1005,1005,0,1005,4,115000
2007,5,Gd,3684,RL,7,2007,Lvl,0,3,1555,1373,0,1555,7,174000
2004,5,Gd,14572,RL,7,2004,Lvl,1300,3,1530,1530,0,1530,7,259000
2005,5,Gd,11796,RL,8,2004,Lvl,0,2,847,847,1112,1959,7,215000
1980,5,Gd,7200,RM,4,1980,Lvl,936,2,936,936,0,936,5,140000
1950,3,TA,7804,RL,7,1928,Lvl,622,2,1328,1122,653,1981,4,135000
1992,5,Gd,10712,RL,5,1991,Lvl,212,0,974,974,0,974,5,93500
1950,4,TA,9900,RM,8,1880,Lvl,0,1,1178,1008,1032,2210,6,117500
1995,5,Gd,9828,RL,8,1995,Lvl,584,2,1142,1128,878,2020,8,239500
1997,5,Gd,8773,RL,7,1997,HLS,0,2,916,916,684,1600,6,169000
1950,5,TA,6180,RM,5,1926,Lvl,0,1,986,960,0,986,6,102000
1950,5,TA,9600,RL,6,1950,Lvl,280,1,1032,1032,220,1252,6,119000
1996,8,TA,6342,RL,6,1875,Lvl,0,0,780,780,240,1020,5,94000
1977,5,TA,9819,RL,5,1977,Lvl,1567,2,1567,1567,0,1567,6,196000
1950,5,TA,8731,RL,6,1920,Lvl,645,2,1167,915,0,1167,5,144000
1951,7,TA,7350,RL,4,1951,Lvl,852,2,952,952,0,952,5,139000
1976,7,TA,10304,RL,9,1976,Lvl,381,2,1088,780,780,1868,5,197500
2007,5,Ex,9965,RL,11,2006,Lvl,1150,3,1466,1466,1362,2828,8,424870
1959,3,TA,9000,RL,5,1959,Lvl,288,0,1006,1006,0,1006,5,80000
1950,4,Gd,12180,RL,5,1941,Lvl,348,1,672,672,252,924,4,80000
1950,6,TA,6240,RM,8,1928,Lvl,0,1,1042,1042,534,1576,5,149000
1985,5,Gd,11200,RL,5,1985,Lvl,1258,2,1298,1298,0,1298,6,180000
1950,7,TA,12000,RL,7,1941,Bnk,275,1,860,704,704,1564,7,174500
1950,7,TA,5700,RM,5,1926,Lvl,0,1,572,572,539,1111,7,116900
1988,9,TA,9000,RM,7,1920,Lvl,624,2,832,650,650,1482,7,143000
1950,5,TA,8280,RL,4,1950,Lvl,0,1,932,932,0,932,6,124000
1959,4,TA,17755,RL,6,1959,Lvl,176,2,1466,1466,0,1466,5,149900
2004,7,TA,14115,RL,6,1956,Lvl,296,2,1811,1073,0,1811,6,230000
2007,8,TA,5890,RM,5,1930,Lvl,538,1,816,816,0,816,6,120500
1988,6,TA,13700,RL,8,1965,Lvl,454,2,902,864,918,1820,7,201800
2004,8,Gd,10768,RL,6,1976,Lvl,1157,2,1437,1437,0,1437,5,218000
1999,8,TA,9350,RL,6,1965,Lvl,633,2,1265,1219,0,1265,5,179900
2008,5,Gd,5001,RL,6,2007,Lvl,904,2,1314,1314,0,1314,7,230000
2008,5,Gd,11932,RL,7,2007,Lvl,0,3,1580,1580,0,1580,8,235128
1974,6,TA,9120,RL,8,1974,Lvl,442,2,943,901,933,1876,6,185000
1978,5,Gd,2280,RL,7,1978,Lvl,311,2,855,855,601,1456,6,146000
2006,7,TA,14778,RL,7,1954,Low,728,2,1640,1296,0,1640,6,224000
1968,5,Gd,8724,RL,5,1968,Lvl,492,2,894,894,0,894,5,129000
1969,4,Gd,12900,RL,6,1969,Lvl,1198,2,1258,1198,0,1258,4,108959
1978,7,Gd,16157,RL,5,1978,Lvl,680,2,1432,1360,0,1432,5,194000
2009,5,Gd,9541,RL,7,2009,Lvl,0,2,1502,1502,0,1502,7,233170
2008,5,Gd,10475,RL,7,2008,Lvl,0,3,1694,1694,0,1694,8,245350
2000,5,Gd,10852,RL,7,2000,Lvl,786,2,959,959,712,1671,6,173000
1986,7,TA,13728,RL,7,1935,Lvl,626,2,1236,1127,872,2108,6,235000
1996,5,Ex,35760,RL,10,1995,Lvl,1387,3,1831,1930,1796,3627,10,625000
1977,6,TA,9880,RL,6,1977,Lvl,522,1,1118,1096,0,1118,6,171000
1958,6,TA,9120,RL,6,1958,Lvl,662,2,1261,1261,0,1261,6,163000
2007,5,Gd,4017,FV,5,2006,Lvl,0,2,625,625,625,1250,7,171900
1994,6,TA,18030,RL,12,1946,Bnk,152,0,1636,1598,971,3086,5,200500
1950,8,Gd,16560,RL,9,1932,Lvl,503,2,1170,952,1175,2345,6,239000
2000,5,Gd,10678,RL,9,1992,Lvl,700,2,2129,1683,743,2872,8,285000
1985,5,TA,6951,RL,5,1984,Lvl,658,1,923,876,0,923,5,119500
2004,8,TA,3950,RM,5,1926,Bnk,468,1,818,818,406,1224,6,115000
1950,6,TA,7681,RL,7,1921,Lvl,0,1,820,731,523,1343,5,154900
1954,5,,8335,RL,5,1954,Lvl,0,0,1124,0,0,1124,5,93000
1991,5,Gd,11170,RL,8,1990,Lvl,1216,2,1298,1216,1216,2514,7,250000
2008,5,Ex,5587,RM,5,2008,HLS,1480,2,1652,1600,0,1652,8,392500
1996,5,Ex,15623,RL,10,1996,Lvl,2096,3,2411,2396,2065,4476,10,745000
1950,6,TA,10800,RL,5,1920,Lvl,821,2,1130,1120,0,1130,5,120000
1963,4,TA,35133,RL,5,1963,Lvl,1159,3,1572,1572,0,1572,5,186700
1950,7,TA,9738,RL,7,1924,Lvl,392,1,949,784,272,1221,5,104900
1970,5,Fa,10615,RL,7,1900,Bnk,440,2,1014,978,685,1699,3,95000
1995,5,Gd,12461,RL,5,1994,Lvl,1456,3,1624,1624,0,1624,8,262000
2002,5,Gd,8935,RL,7,2002,Lvl,0,2,831,831,829,1660,7,195000
1999,5,TA,7500,RL,7,1999,Lvl,0,2,1028,994,776,1804,7,189000
1975,4,TA,32463,RL,7,1961,Low,1159,4,1622,1249,0,1622,4,168000
2000,5,Gd,2645,FV,5,1999,Lvl,0,2,764,776,677,1441,8,174000
1994,8,TA,9600,RM,6,1925,Lvl,0,1,842,702,630,1472,5,125000
1999,5,Ex,4500,RM,5,1999,Lvl,883,2,1224,1224,0,1224,6,165000
1969,7,TA,9364,RL,7,1969,Lvl,371,1,663,663,689,1352,6,158000
2005,5,Gd,8029,RL,8,2005,Lvl,0,2,728,728,728,1456,6,176000
2006,5,Gd,14054,RL,9,2006,Lvl,0,3,879,879,984,1863,7,219210
1950,6,TA,8850,RM,7,1916,Bnk,0,1,815,815,875,1690,7,144000
2001,5,Gd,9100,RL,6,2001,Lvl,0,2,1212,1212,0,1212,7,178000
1979,5,TA,11235,RL,6,1963,Lvl,547,2,1382,1051,0,1382,4,148000
1970,5,TA,9353,RL,5,1970,Lvl,0,1,864,864,0,864,4,116050
1998,5,Gd,10400,RL,6,1998,Lvl,0,2,866,866,913,1779,7,197900
1997,8,TA,6000,RM,5,1925,Lvl,0,1,884,884,464,1348,5,117000
2001,5,Gd,9750,RL,6,2000,Lvl,0,2,1630,1630,0,1630,7,213000
1975,6,Gd,10140,RL,6,1975,Lvl,788,2,1074,1056,0,1074,5,153500
1991,7,Gd,14684,RL,7,1990,Lvl,485,3,2196,2158,0,2196,7,271900
1966,4,TA,8900,RH,5,1966,Lvl,1056,1,1056,1056,0,1056,4,107000
2003,5,Gd,9135,RL,7,2003,Lvl,340,2,1700,1682,0,1700,6,200000
1980,7,TA,7763,RL,6,1962,Lvl,504,2,1283,931,0,1283,5,140000
2006,5,Ex,10182,RL,8,2006,Lvl,1220,2,1660,1660,0,1660,8,290000
1992,5,Gd,11218,RL,8,1992,Lvl,0,2,1055,1055,790,1845,6,189000
2005,7,Gd,12134,RL,8,1988,Bnk,427,2,1080,559,672,1752,8,164000
1950,6,TA,9340,RL,4,1941,Lvl,344,1,672,672,0,672,4,113000
2001,9,TA,10246,RL,3,1965,Lvl,648,1,960,648,0,960,4,145000
1962,5,TA,10205,RL,6,1962,Lvl,784,1,999,925,0,999,5,134500
1966,5,TA,7094,RL,5,1966,Lvl,180,1,894,894,0,894,5,125000
1978,5,,8930,RM,8,1978,Lvl,0,2,1318,0,584,1902,6,112000
2009,5,Gd,8640,FV,6,2009,Lvl,936,2,1314,1300,0,1314,8,229456
1950,5,,6240,RM,3,1947,Lvl,0,0,672,0,240,912,4,80500
1971,5,TA,1680,RM,7,1971,Lvl,0,0,672,672,546,1218,6,91500
1964,5,TA,7800,RL,5,1964,Lvl,312,1,912,912,0,912,5,115000
1968,5,TA,8250,RL,5,1968,Lvl,250,1,1211,952,0,1211,5,134000
1950,6,TA,10496,RL,7,1949,Lvl,196,1,1168,1040,678,1846,6,143000
1951,3,TA,10680,RL,7,1951,Lvl,756,2,2136,2136,0,2136,5,137900
2005,5,Gd,15384,RL,8,2004,Lvl,724,2,788,788,702,1490,7,184000
1958,8,TA,10482,RL,6,1958,Lvl,507,1,1138,588,0,1138,6,145000
2007,5,Gd,14598,RL,9,2007,Lvl,0,3,894,894,1039,1933,6,214000
2008,8,TA,8872,RL,5,1965,Lvl,595,2,912,912,0,912,5,147000
2008,5,Ex,8769,RL,7,2008,Lvl,1540,3,1702,1702,0,1702,9,367294
1960,5,TA,7910,RL,7,1960,Lvl,666,1,1507,1075,0,1507,5,127000
1977,5,Gd,18890,RL,12,1977,Lvl,498,2,1361,1361,1259,2620,5,190000
1962,6,TA,7728,RL,6,1962,Lvl,803,2,1190,1106,0,1190,5,132500
1962,5,,9842,RL,6,1962,Lvl,0,2,1224,0,0,1224,4,101800
1959,5,TA,12160,RL,6,1959,Lvl,1000,2,1188,1188,0,1188,5,142000
1950,6,TA,8525,RH,7,1911,Bnk,0,0,1024,940,940,1964,5,130000
1950,5,Gd,13132,RL,9,1914,Lvl,0,1,892,747,892,1784,5,138887
2003,5,Gd,2628,RL,6,2003,Lvl,0,2,764,764,862,1626,7,175500
2005,5,Gd,12393,RL,8,2004,Lvl,0,2,847,847,1101,1948,7,195000
2005,5,Gd,13072,RL,6,2005,Lvl,0,2,1141,1141,0,1141,6,142500
2006,5,Gd,9037,RL,6,2006,HLS,428,2,1484,1476,0,1484,8,265900
2003,5,Gd,8158,RL,8,2003,Lvl,550,2,884,884,884,1768,7,224900
2007,6,Gd,9849,RL,7,2007,Lvl,0,3,1689,1689,0,1689,7,248328
1974,6,Gd,10625,RL,6,1974,Lvl,885,2,1173,1053,0,1173,7,170000
2006,5,Ex,13891,RL,7,2006,Lvl,1386,3,2076,2076,0,2076,10,465000
1950,7,Gd,11435,RL,7,1929,HLS,0,2,792,792,725,1517,8,230000
2003,7,Gd,12090,RL,7,1984,Lvl,0,2,1140,585,728,1868,6,178000
2006,5,Gd,8125,FV,6,2005,Lvl,0,2,756,756,797,1553,7,186500
1976,5,TA,12328,RL,6,1976,Lvl,539,3,1034,1012,0,1034,6,169900
1950,5,Gd,9600,RM,8,1917,Lvl,319,2,1134,735,924,2058,6,129500
1950,7,TA,7200,RL,6,1950,Lvl,534,1,988,876,0,988,5,119000
1968,5,TA,11160,RL,8,1968,Lvl,1065,2,2110,2110,0,2110,7,244000
2003,5,Gd,3136,RL,6,2003,Lvl,0,2,1405,1405,0,1405,7,171750
1968,6,TA,9858,RL,5,1968,Lvl,510,1,874,864,0,874,5,130000
2003,7,TA,17542,RL,9,1974,Lvl,125,2,1516,1192,651,2167,7,294000
2004,5,Gd,6931,RL,7,2003,Lvl,0,2,760,746,896,1656,7,165400
1950,6,TA,6240,RM,6,1931,Lvl,425,1,959,884,408,1367,6,127500
1994,5,Gd,14303,RL,7,1994,Lvl,1314,2,1987,1986,0,1987,8,301500
1950,8,Fa,4060,RL,4,1922,Lvl,0,0,864,864,0,864,5,99900
2005,5,Gd,9587,RL,5,2005,Lvl,655,2,1166,856,0,1166,7,190000
1969,8,Gd,9750,RL,6,1969,Lvl,602,2,1054,1054,0,1054,6,151000
1999,5,Gd,24682,RL,7,1999,Lvl,0,2,892,841,783,1675,6,181000
1956,6,TA,9600,RL,5,1956,Lvl,504,1,1050,1050,0,1050,5,128900
1989,5,TA,11250,RL,8,1957,Lvl,0,1,1104,1104,684,1788,4,161500
1950,6,TA,13515,RL,8,1919,Lvl,0,2,1060,764,764,1824,6,180500
1999,5,Gd,4060,RH,5,1998,Lvl,266,2,1337,1405,0,1337,6,181000
1999,5,Gd,3735,FV,6,1999,Lvl,450,2,713,691,739,1452,7,183900
1950,4,TA,10120,RM,9,1910,Bnk,0,1,964,925,925,1889,7,122000
2009,5,Ex,13214,RL,10,2008,HLS,0,3,2018,2002,0,2018,9,378500
1997,9,TA,14100,RL,11,1935,Lvl,192,3,1968,728,1479,3447,8,381000
1958,5,TA,11344,RL,7,1958,Lvl,460,1,874,874,650,1524,5,144000
